name,price,km,owner,year,fuel,location
Maruti Suzuki Swift DZire VDI,"4,25,000","94,800 KMs",3 Owners,2012,Diesel,Thiruvananthapuram
Mitsubishi Lancer LXd 2.0,"1,50,000","1,56,000 KMs",2 Owners,2006,Diesel,Thiruvananthapuram
Maruti Suzuki Ertiga ZDi,"5,10,000","1,00,000 KMs",1 Owner,2013,Diesel,Thiruvananthapuram
Maruti Suzuki Swift DZire VDI,"4,25,000","94,800 KMs",3 Owners,2012,Diesel,Thiruvananthapuram
Maruti Suzuki Swift DZire VXI,"4,90,000","51,000 KMs",1 Owner,2014,Petrol,Thiruvananthapuram
Maruti Suzuki S-Cross Alpha 1.3,"10,00,000","43,000 KMs",1 Owner,2017,Diesel,Thiruvananthapuram
Maruti Suzuki Zen LX BS-II,"1,00,000","86,000 KMs",3 Owners,2006,Petrol,Thiruvananthapuram
Maruti Suzuki Ertiga ZDi,"5,10,000","1,00,000 KMs",1 Owner,2013,Diesel,Thiruvananthapuram
Volkswagen Polo Comfortline 1.2L (D),"3,90,000","75,900 KMs",2 Owners,2013,Diesel,Thiruvananthapuram
Volkswagen Polo Comfortline 1.2L (D),"3,90,000","75,900 KMs",2 Owners,2013,Diesel,Thiruvananthapuram
Maruti Suzuki Ertiga ZDi,"5,10,000","1,00,000 KMs",1 Owner,2013,Diesel,Thiruvananthapuram
Maruti Suzuki S-Cross Alpha 1.3,"10,00,000","43,000 KMs",1 Owner,2017,Diesel,Thiruvananthapuram
Maruti Suzuki Zen LX BS-II,"1,00,000","86,000 KMs",3 Owners,2006,Petrol,Thiruvananthapuram
Volkswagen Polo Comfortline 1.2L (D),"3,90,000","75,900 KMs",2 Owners,2013,Diesel,Thiruvananthapuram
Maruti Suzuki Swift LXi,"5,20,000","22,500 KMs",1 Owner,2017,Petrol,Thiruvananthapuram
Mitsubishi Lancer LXd 2.0,"1,50,000","1,56,000 KMs",2 Owners,2006,Diesel,Thiruvananthapuram
Maruti Suzuki Celerio ZXi,"4,25,000","73,000 KMs",1 Owner,2017,Petrol,Thiruvananthapuram
Maruti Suzuki Celerio ZXi,"4,25,000","73,000 KMs",1 Owner,2017,Petrol,Thiruvananthapuram
Honda Jazz V CVT Petrol,"8,50,000","7,000 KMs",1 Owner,2018,Petrol,Thiruvananthapuram
Maruti Suzuki Zen LX BS-II,"1,00,000","86,000 KMs",3 Owners,2006,Petrol,Thiruvananthapuram
Maruti Suzuki Celerio ZXi,"4,25,000","73,000 KMs",1 Owner,2017,Petrol,Thiruvananthapuram
Honda Jazz V CVT Petrol,"8,50,000","7,000 KMs",1 Owner,2018,Petrol,Thiruvananthapuram
Volkswagen Polo Comfortline 1.2L (D),"3,90,000","75,900 KMs",2 Owners,2013,Diesel,Thiruvananthapuram
Mitsubishi Lancer LXd 2.0,"1,50,000","1,56,000 KMs",2 Owners,2006,Diesel,Thiruvananthapuram
Maruti Suzuki Swift DZire VDI,"4,25,000","94,800 KMs",3 Owners,2012,Diesel,Thiruvananthapuram
Honda Jazz V CVT Petrol,"8,50,000","7,000 KMs",1 Owner,2018,Petrol,Thiruvananthapuram
Maruti Suzuki 800 AC BS-II,"65,000","74,000 KMs",3 Owners,2001,Petrol,Thiruvananthapuram
Honda Jazz V CVT Petrol,"8,50,000","7,000 KMs",1 Owner,2018,Petrol,Thiruvananthapuram
Skoda Superb Elegance 1.8 TSI MT,"3,30,000","76,000 KMs",3 Owners,2010,Petrol,Thiruvananthapuram
Mitsubishi Lancer LXd 2.0,"1,50,000","1,56,000 KMs",2 Owners,2006,Diesel,Thiruvananthapuram
Maruti Suzuki Celerio ZXi,"4,25,000","73,000 KMs",1 Owner,2017,Petrol,Thiruvananthapuram
Maruti Suzuki Swift DZire VDI,"4,25,000","94,800 KMs",3 Owners,2012,Diesel,Thiruvananthapuram
Maruti Suzuki Ertiga ZDi,"5,10,000","1,00,000 KMs",1 Owner,2013,Diesel,Thiruvananthapuram
Skoda Superb Elegance 1.8 TSI MT,"3,30,000","76,000 KMs",3 Owners,2010,Petrol,Thiruvananthapuram
Maruti Suzuki Swift LXi,"5,20,000","22,500 KMs",1 Owner,2017,Petrol,Thiruvananthapuram
Skoda Superb Elegance 1.8 TSI MT,"3,30,000","76,000 KMs",3 Owners,2010,Petrol,Thiruvananthapuram
Maruti Suzuki Zen LXi BS-II,"75,000","91,518 KMs",2 Owners,2003,Petrol,Thiruvananthapuram
Volkswagen Polo Comfortline 1.2L (D),"3,90,000","75,900 KMs",2 Owners,2013,Diesel,Thiruvananthapuram
Maruti Suzuki Swift DZire VDI,"4,25,000","94,800 KMs",3 Owners,2012,Diesel,Thiruvananthapuram
Maruti Suzuki Ertiga ZDi,"5,10,000","1,00,000 KMs",1 Owner,2013,Diesel,Thiruvananthapuram
Honda Jazz V CVT Petrol,"8,50,000","7,000 KMs",1 Owner,2018,Petrol,Thiruvananthapuram
Maruti Suzuki Swift LXi,"5,20,000","22,500 KMs",1 Owner,2017,Petrol,Thiruvananthapuram
Skoda Superb Elegance 1.8 TSI MT,"3,30,000","76,000 KMs",3 Owners,2010,Petrol,Thiruvananthapuram
Maruti Suzuki Swift LXi,"5,20,000","22,500 KMs",1 Owner,2017,Petrol,Thiruvananthapuram
Maruti Suzuki Swift LXi,"5,20,000","22,500 KMs",1 Owner,2017,Petrol,Thiruvananthapuram
Mitsubishi Lancer LXd 2.0,"1,50,000","1,56,000 KMs",2 Owners,2006,Diesel,Thiruvananthapuram
Maruti Suzuki Zen LX BS-III,"1,00,000","86,000 KMs",3 Owners,2005,Petrol,Thiruvananthapuram
Maruti Suzuki Celerio ZXi,"4,25,000","73,000 KMs",1 Owner,2017,Petrol,Thiruvananthapuram
Maruti Suzuki Ertiga ZDi,"5,10,000","1,00,000 KMs",1 Owner,2013,Diesel,Thiruvananthapuram
Volkswagen Polo Comfortline 1.2L (D),"3,90,000","75,900 KMs",2 Owners,2013,Diesel,Thiruvananthapuram
Maruti Suzuki 800 AC BS-II,"65,000","74,000 KMs",3 Owners,2001,Petrol,Thiruvananthapuram
Maruti Suzuki Zen LXi BS-II,"75,000","91,518 KMs",2 Owners,2003,Petrol,Thiruvananthapuram
Maruti Suzuki Zen LXi BS-II,"75,000","91,518 KMs",2 Owners,2003,Petrol,Thiruvananthapuram
Maruti Suzuki Zen LXi BS-II,"75,000","91,518 KMs",2 Owners,2003,Petrol,Thiruvananthapuram
Honda Jazz V CVT Petrol,"8,50,000","7,000 KMs",1 Owner,2018,Petrol,Thiruvananthapuram
Volkswagen Polo Comfortline 1.2L (D),"3,90,000","75,900 KMs",2 Owners,2013,Diesel,Thiruvananthapuram
Maruti Suzuki Swift LXi,"5,20,000","22,500 KMs",1 Owner,2017,Petrol,Thiruvananthapuram
Maruti Suzuki 800 AC BS-II,"65,000","74,000 KMs",3 Owners,2001,Petrol,Thiruvananthapuram
Maruti Suzuki Swift DZire VDI,"4,25,000","94,800 KMs",3 Owners,2012,Diesel,Thiruvananthapuram
Honda Jazz V CVT Petrol,"8,50,000","7,000 KMs",1 Owner,2018,Petrol,Thiruvananthapuram
Maruti Suzuki Celerio ZXi,"4,25,000","73,000 KMs",1 Owner,2017,Petrol,Thiruvananthapuram
Maruti Suzuki Swift LXi,"5,20,000","22,500 KMs",1 Owner,2017,Petrol,Thiruvananthapuram
Maruti Suzuki Zen LX BS-III,"1,00,000","86,000 KMs",3 Owners,2005,Petrol,Thiruvananthapuram
Maruti Suzuki Zen LX BS-III,"1,00,000","86,000 KMs",3 Owners,2005,Petrol,Thiruvananthapuram
Maruti Suzuki Zen LX BS-III,"1,00,000","86,000 KMs",3 Owners,2005,Petrol,Thiruvananthapuram
Mitsubishi Lancer LXd 2.0,"1,50,000","1,56,000 KMs",2 Owners,2006,Diesel,Thiruvananthapuram
Skoda Superb Elegance 1.8 TSI MT,"3,30,000","76,000 KMs",3 Owners,2010,Petrol,Thiruvananthapuram
Maruti Suzuki Celerio ZXi,"4,25,000","73,000 KMs",1 Owner,2017,Petrol,Thiruvananthapuram
Honda Jazz V CVT Petrol,"8,50,000","7,000 KMs",1 Owner,2018,Petrol,Thiruvananthapuram
Mahindra XUV500 W10,"12,50,000","51,500 KMs",1 Owner,2015,Diesel,Thiruvananthapuram
Maruti Suzuki Ertiga ZDi,"5,10,000","1,00,000 KMs",1 Owner,2013,Diesel,Thiruvananthapuram
Maruti Suzuki 800 AC BS-II,"65,000","74,000 KMs",3 Owners,2001,Petrol,Thiruvananthapuram
Honda Jazz V CVT Petrol,"8,50,000","7,000 KMs",1 Owner,2018,Petrol,Thiruvananthapuram
Skoda Superb Elegance 1.8 TSI MT,"3,30,000","76,000 KMs",3 Owners,2010,Petrol,Thiruvananthapuram
Maruti Suzuki 800 AC BS-II,"65,000","74,000 KMs",3 Owners,2001,Petrol,Thiruvananthapuram
Mahindra XUV500 W10,"12,50,000","51,500 KMs",1 Owner,2015,Diesel,Thiruvananthapuram
Maruti Suzuki 800 AC BS-II,"65,000","74,000 KMs",3 Owners,2001,Petrol,Thiruvananthapuram
Maruti Suzuki Swift DZire VDI,"4,25,000","94,800 KMs",3 Owners,2012,Diesel,Thiruvananthapuram
Maruti Suzuki Zen LXi BS-II,"75,000","91,518 KMs",2 Owners,2003,Petrol,Thiruvananthapuram
Mitsubishi Lancer LXd 2.0,"1,50,000","1,56,000 KMs",2 Owners,2006,Diesel,Thiruvananthapuram
Maruti Suzuki Swift DZire VDI,"4,25,000","94,800 KMs",3 Owners,2012,Diesel,Thiruvananthapuram
Skoda Superb Elegance 1.8 TSI MT,"3,30,000","76,000 KMs",3 Owners,2010,Petrol,Thiruvananthapuram
Mercedes-Benz E-Class 230 Elegance AT,"8,25,000","80,000 KMs",2 Owners,2009,Petrol,Thiruvananthapuram
Honda Jazz V CVT Petrol,"8,50,000","7,000 KMs",1 Owner,2018,Petrol,Thiruvananthapuram
Maruti Suzuki Swift LXi,"5,20,000","22,500 KMs",1 Owner,2017,Petrol,Thiruvananthapuram
Skoda Superb Elegance 1.8 TSI MT,"3,30,000","76,000 KMs",3 Owners,2010,Petrol,Thiruvananthapuram
Maruti Suzuki Zen LXi BS-II,"75,000","91,518 KMs",2 Owners,2003,Petrol,Thiruvananthapuram
Mahindra XUV500 W10,"12,50,000","51,500 KMs",1 Owner,2015,Diesel,Thiruvananthapuram
Mercedes-Benz E-Class 230 Elegance AT,"8,25,000","80,000 KMs",2 Owners,2009,Petrol,Thiruvananthapuram
Mahindra XUV500 W10,"12,50,000","51,500 KMs",1 Owner,2015,Diesel,Thiruvananthapuram
Maruti Suzuki Ertiga ZDi,"5,10,000","1,00,000 KMs",1 Owner,2013,Diesel,Thiruvananthapuram
Maruti Suzuki Zen LX BS-III,"1,00,000","86,000 KMs",3 Owners,2005,Petrol,Thiruvananthapuram
Volkswagen Polo Comfortline 1.2L (D),"3,90,000","75,900 KMs",2 Owners,2013,Diesel,Thiruvananthapuram
Maruti Suzuki Ertiga ZDi,"5,10,000","1,00,000 KMs",1 Owner,2013,Diesel,Thiruvananthapuram
Maruti Suzuki Zen LXi BS-II,"75,000","91,518 KMs",2 Owners,2003,Petrol,Thiruvananthapuram
Mitsubishi Lancer LXd 2.0,"1,50,000","1,56,000 KMs",2 Owners,2006,Diesel,Thiruvananthapuram
Maruti Suzuki 800 AC BS-II,"65,000","74,000 KMs",3 Owners,2001,Petrol,Thiruvananthapuram
Skoda Superb Elegance 1.8 TSI MT,"3,30,000","76,000 KMs",3 Owners,2010,Petrol,Thiruvananthapuram
Maruti Suzuki Swift LXi,"5,20,000","22,500 KMs",1 Owner,2017,Petrol,Thiruvananthapuram
Maruti Suzuki Zen LX BS-III,"1,00,000","86,000 KMs",3 Owners,2005,Petrol,Thiruvananthapuram
Mercedes-Benz E-Class 230 Elegance AT,"8,25,000","80,000 KMs",2 Owners,2009,Petrol,Thiruvananthapuram
Audi A4 2.0 TDI (177bhp) Premium Plus,"25,00,000","75,000 KMs",1 Owner,2015,Diesel,Thiruvananthapuram
Mercedes-Benz E-Class 230 Elegance AT,"8,25,000","80,000 KMs",2 Owners,2009,Petrol,Thiruvananthapuram
Volkswagen Polo Comfortline 1.2L (D),"3,90,000","75,900 KMs",2 Owners,2013,Diesel,Thiruvananthapuram
Maruti Suzuki 800 AC BS-II,"65,000","74,000 KMs",3 Owners,2001,Petrol,Thiruvananthapuram
Maruti Suzuki Celerio ZXi,"4,25,000","73,000 KMs",1 Owner,2017,Petrol,Thiruvananthapuram
Honda Jazz V CVT Petrol,"8,50,000","7,000 KMs",1 Owner,2018,Petrol,Thiruvananthapuram
Maruti Suzuki Zen LX BS-III,"1,00,000","86,000 KMs",3 Owners,2005,Petrol,Thiruvananthapuram
Maruti Suzuki Swift DZire VDI,"4,25,000","94,800 KMs",3 Owners,2012,Diesel,Thiruvananthapuram
Maruti Suzuki Swift LXi,"5,20,000","22,500 KMs",1 Owner,2017,Petrol,Thiruvananthapuram
Maruti Suzuki Zen LXi BS-II,"75,000","91,518 KMs",2 Owners,2003,Petrol,Thiruvananthapuram
Maruti Suzuki Zen LXi BS-II,"75,000","91,518 KMs",2 Owners,2003,Petrol,Thiruvananthapuram
Mahindra XUV500 W10,"12,50,000","51,500 KMs",1 Owner,2015,Diesel,Thiruvananthapuram
Nissan X-Trail SLX MT,"6,75,000","66,000 KMs",2 Owners,2012,Diesel,Thiruvananthapuram
Nissan X-Trail SLX MT,"6,75,000","66,000 KMs",2 Owners,2012,Diesel,Thiruvananthapuram
Nissan X-Trail SLX MT,"6,75,000","66,000 KMs",2 Owners,2012,Diesel,Thiruvananthapuram
Maruti Suzuki Celerio ZXi,"4,25,000","73,000 KMs",1 Owner,2017,Petrol,Thiruvananthapuram
Mahindra XUV500 W10,"12,50,000","51,500 KMs",1 Owner,2015,Diesel,Thiruvananthapuram
Maruti Suzuki Swift DZire VDI,"4,25,000","94,800 KMs",3 Owners,2012,Diesel,Thiruvananthapuram
Maruti Suzuki 800 AC BS-II,"65,000","74,000 KMs",3 Owners,2001,Petrol,Thiruvananthapuram
Maruti Suzuki 800 AC BS-II,"65,000","74,000 KMs",3 Owners,2001,Petrol,Thiruvananthapuram
Maruti Suzuki Ertiga ZDi,"5,10,000","1,00,000 KMs",1 Owner,2013,Diesel,Thiruvananthapuram
Skoda Superb Elegance 1.8 TSI MT,"3,30,000","76,000 KMs",3 Owners,2010,Petrol,Thiruvananthapuram
Maruti Suzuki Zen LX BS-III,"1,00,000","86,000 KMs",3 Owners,2005,Petrol,Thiruvananthapuram
Maruti Suzuki Zen LX BS-III,"1,00,000","86,000 KMs",3 Owners,2005,Petrol,Thiruvananthapuram
Mercedes-Benz E-Class 230 Elegance AT,"8,25,000","80,000 KMs",2 Owners,2009,Petrol,Thiruvananthapuram
Volkswagen Polo Trendline 1.2L (D),"4,50,000","63,500 KMs",1 Owner,2012,Diesel,Thiruvananthapuram
Volkswagen Polo Trendline 1.2L (D),"4,50,000","63,500 KMs",1 Owner,2012,Diesel,Thiruvananthapuram
Volkswagen Polo Trendline 1.2L (D),"4,50,000","63,500 KMs",1 Owner,2012,Diesel,Thiruvananthapuram
Honda Jazz V CVT Petrol,"8,50,000","7,000 KMs",1 Owner,2018,Petrol,Thiruvananthapuram
Mercedes-Benz E-Class 230 Elegance AT,"8,25,000","80,000 KMs",2 Owners,2009,Petrol,Thiruvananthapuram
Maruti Suzuki Ertiga ZDi,"5,10,000","1,00,000 KMs",1 Owner,2013,Diesel,Thiruvananthapuram
Maruti Suzuki Swift LXi,"5,20,000","22,500 KMs",1 Owner,2017,Petrol,Thiruvananthapuram
Mahindra XUV500 W10,"12,50,000","51,500 KMs",1 Owner,2015,Diesel,Thiruvananthapuram
Volkswagen Polo Comfortline 1.2L (D),"3,90,000","75,900 KMs",2 Owners,2013,Diesel,Thiruvananthapuram
Maruti Suzuki Zen LXi BS-II,"75,000","91,518 KMs",2 Owners,2003,Petrol,Thiruvananthapuram
Mahindra XUV500 W10,"12,50,000","51,500 KMs",1 Owner,2015,Diesel,Thiruvananthapuram
Maruti Suzuki 800 AC BS-II,"65,000","74,000 KMs",3 Owners,2001,Petrol,Thiruvananthapuram
Audi A4 2.0 TDI (177bhp) Premium Plus,"25,00,000","75,000 KMs",1 Owner,2015,Diesel,Thiruvananthapuram
Audi A4 2.0 TDI (177bhp) Premium Plus,"25,00,000","75,000 KMs",1 Owner,2015,Diesel,Thiruvananthapuram
Hyundai i10 Sportz 1.2 Kappa2,"2,60,000","65,747 KMs",1 Owner,2010,Petrol,Thiruvananthapuram
Audi A4 2.0 TDI (177bhp) Premium Plus,"25,00,000","75,000 KMs",1 Owner,2015,Diesel,Thiruvananthapuram
Skoda Superb Elegance 1.8 TSI MT,"3,30,000","76,000 KMs",3 Owners,2010,Petrol,Thiruvananthapuram
Mitsubishi Lancer LXd 2.0,"1,50,000","1,56,000 KMs",2 Owners,2006,Diesel,Thiruvananthapuram
Honda Jazz V CVT Petrol,"8,50,000","7,000 KMs",1 Owner,2018,Petrol,Thiruvananthapuram
Skoda Superb Elegance 1.8 TSI MT,"3,30,000","76,000 KMs",3 Owners,2010,Petrol,Thiruvananthapuram
Mercedes-Benz E-Class 230 Elegance AT,"8,25,000","80,000 KMs",2 Owners,2009,Petrol,Thiruvananthapuram
Maruti Suzuki Celerio ZXi,"4,25,000","73,000 KMs",1 Owner,2017,Petrol,Thiruvananthapuram
Maruti Suzuki Zen LX BS-III,"1,00,000","86,000 KMs",3 Owners,2005,Petrol,Thiruvananthapuram
Mercedes-Benz E-Class 230 Elegance AT,"8,25,000","80,000 KMs",2 Owners,2009,Petrol,Thiruvananthapuram
Mahindra XUV500 W10,"12,50,000","51,500 KMs",1 Owner,2015,Diesel,Thiruvananthapuram
Nissan X-Trail SLX MT,"6,75,000","66,000 KMs",2 Owners,2012,Diesel,Thiruvananthapuram
Hyundai i10 Sportz 1.2 Kappa2,"2,60,000","65,747 KMs",1 Owner,2010,Petrol,Thiruvananthapuram
Tata Hexa XTA 4x2 7 STR,"14,50,000","50,000 KMs",2 Owners,2018,Diesel,Thiruvananthapuram
Hyundai i10 Sportz 1.2 Kappa2,"2,60,000","65,747 KMs",1 Owner,2010,Petrol,Thiruvananthapuram
Maruti Suzuki Swift LXi,"5,20,000","22,500 KMs",1 Owner,2017,Petrol,Thiruvananthapuram
Maruti Suzuki Swift DZire VDI,"4,25,000","94,800 KMs",3 Owners,2012,Diesel,Thiruvananthapuram
Maruti Suzuki 800 AC BS-II,"65,000","74,000 KMs",3 Owners,2001,Petrol,Thiruvananthapuram
Maruti Suzuki Zen LXi BS-II,"75,000","91,518 KMs",2 Owners,2003,Petrol,Thiruvananthapuram
Mitsubishi Lancer LXd 2.0,"1,50,000","1,56,000 KMs",2 Owners,2006,Diesel,Thiruvananthapuram
Volkswagen Polo Trendline 1.2L (D),"4,50,000","63,500 KMs",1 Owner,2012,Diesel,Thiruvananthapuram
Mahindra XUV500 W10,"12,50,000","51,500 KMs",1 Owner,2015,Diesel,Thiruvananthapuram
Audi A4 2.0 TDI (177bhp) Premium Plus,"25,00,000","75,000 KMs",1 Owner,2015,Diesel,Thiruvananthapuram
Mercedes-Benz E-Class 230 Elegance AT,"8,25,000","80,000 KMs",2 Owners,2009,Petrol,Thiruvananthapuram
Volkswagen Polo Trendline 1.2L (D),"4,50,000","63,500 KMs",1 Owner,2012,Diesel,Thiruvananthapuram
Tata Hexa XTA 4x2 7 STR,"14,50,000","50,000 KMs",2 Owners,2018,Diesel,Thiruvananthapuram
Hyundai i20 Asta 1.4 CRDI,"4,89,999","85,000 KMs",1 Owner,2013,Diesel,Thiruvananthapuram
Tata Hexa XTA 4x2 7 STR,"14,50,000","50,000 KMs",2 Owners,2018,Diesel,Thiruvananthapuram
Maruti Suzuki Zen LXi BS-II,"75,000","91,518 KMs",2 Owners,2003,Petrol,Thiruvananthapuram
Maruti Suzuki Ertiga ZDi,"5,10,000","1,00,000 KMs",1 Owner,2013,Diesel,Thiruvananthapuram
Maruti Suzuki Swift LXi,"5,20,000","22,500 KMs",1 Owner,2017,Petrol,Thiruvananthapuram
Maruti Suzuki Zen LX BS-III,"1,00,000","86,000 KMs",3 Owners,2005,Petrol,Thiruvananthapuram
Maruti Suzuki Swift DZire VDI,"4,25,000","94,800 KMs",3 Owners,2012,Diesel,Thiruvananthapuram
Nissan X-Trail SLX MT,"6,75,000","66,000 KMs",2 Owners,2012,Diesel,Thiruvananthapuram
Mercedes-Benz E-Class 230 Elegance AT,"8,25,000","80,000 KMs",2 Owners,2009,Petrol,Thiruvananthapuram
Nissan X-Trail SLX MT,"6,75,000","66,000 KMs",2 Owners,2012,Diesel,Thiruvananthapuram
Nissan X-Trail SLX MT,"6,75,000","66,000 KMs",2 Owners,2012,Diesel,Thiruvananthapuram
Hyundai i10 Sportz 1.2 Kappa2,"2,60,000","65,747 KMs",1 Owner,2010,Petrol,Thiruvananthapuram
Hyundai i20 Asta 1.4 CRDI,"4,89,999","85,000 KMs",1 Owner,2013,Diesel,Thiruvananthapuram
Volvo S60 Summum D3,"13,25,000","1,41,500 KMs",1 Owner,2012,Diesel,Thiruvananthapuram
Hyundai i20 Asta 1.4 CRDI,"4,89,999","85,000 KMs",1 Owner,2013,Diesel,Thiruvananthapuram
Maruti Suzuki Zen LX BS-III,"1,00,000","86,000 KMs",3 Owners,2005,Petrol,Thiruvananthapuram
Volkswagen Polo Comfortline 1.2L (D),"3,90,000","75,900 KMs",2 Owners,2013,Diesel,Thiruvananthapuram
Skoda Superb Elegance 1.8 TSI MT,"3,30,000","76,000 KMs",3 Owners,2010,Petrol,Thiruvananthapuram
Mahindra XUV500 W10,"12,50,000","51,500 KMs",1 Owner,2015,Diesel,Thiruvananthapuram
Maruti Suzuki Ertiga ZDi,"5,10,000","1,00,000 KMs",1 Owner,2013,Diesel,Thiruvananthapuram
Audi A4 2.0 TDI (177bhp) Premium Plus,"25,00,000","75,000 KMs",1 Owner,2015,Diesel,Thiruvananthapuram
Audi A4 2.0 TDI (177bhp) Premium Plus,"25,00,000","75,000 KMs",1 Owner,2015,Diesel,Thiruvananthapuram
Volkswagen Polo Trendline 1.2L (D),"4,50,000","63,500 KMs",1 Owner,2012,Diesel,Thiruvananthapuram
Volkswagen Polo Trendline 1.2L (D),"4,50,000","63,500 KMs",1 Owner,2012,Diesel,Thiruvananthapuram
Tata Hexa XTA 4x2 7 STR,"14,50,000","50,000 KMs",2 Owners,2018,Diesel,Thiruvananthapuram
Volvo S60 Summum D3,"13,25,000","1,41,500 KMs",1 Owner,2012,Diesel,Thiruvananthapuram
BMW 5 Series 530i Sport Line,"52,50,000","11,000 KMs",1 Owner,2018,Petrol,Thiruvananthapuram
Volvo S60 Summum D3,"13,25,000","1,41,500 KMs",1 Owner,2012,Diesel,Thiruvananthapuram
Maruti Suzuki 800 AC BS-II,"65,000","74,000 KMs",3 Owners,2001,Petrol,Thiruvananthapuram
Maruti Suzuki Celerio ZXi,"4,25,000","73,000 KMs",1 Owner,2017,Petrol,Thiruvananthapuram
Maruti Suzuki Zen LXi BS-II,"75,000","91,518 KMs",2 Owners,2003,Petrol,Thiruvananthapuram
Mercedes-Benz E-Class 230 Elegance AT,"8,25,000","80,000 KMs",2 Owners,2009,Petrol,Thiruvananthapuram
Volkswagen Polo Comfortline 1.2L (D),"3,90,000","75,900 KMs",2 Owners,2013,Diesel,Thiruvananthapuram
Hyundai i10 Sportz 1.2 Kappa2,"2,60,000","65,747 KMs",1 Owner,2010,Petrol,Thiruvananthapuram
Nissan X-Trail SLX MT,"6,75,000","66,000 KMs",2 Owners,2012,Diesel,Thiruvananthapuram
Hyundai i10 Sportz 1.2 Kappa2,"2,60,000","65,747 KMs",1 Owner,2010,Petrol,Thiruvananthapuram
Audi A4 2.0 TDI (177bhp) Premium Plus,"25,00,000","75,000 KMs",1 Owner,2015,Diesel,Thiruvananthapuram
Hyundai i20 Asta 1.4 CRDI,"4,89,999","85,000 KMs",1 Owner,2013,Diesel,Thiruvananthapuram
BMW 5 Series 530i Sport Line,"52,50,000","11,000 KMs",1 Owner,2018,Petrol,Thiruvananthapuram
Maruti Suzuki S-Cross Alpha 1.3,"10,00,000","43,000 KMs",1 Owner,2017,Diesel,Thiruvananthapuram
BMW 5 Series 530i Sport Line,"52,50,000","11,000 KMs",1 Owner,2018,Petrol,Thiruvananthapuram
Mahindra XUV500 W10,"12,50,000","51,500 KMs",1 Owner,2015,Diesel,Thiruvananthapuram
Volkswagen Polo Trendline 1.2L (D),"4,50,000","63,500 KMs",1 Owner,2012,Diesel,Thiruvananthapuram
Maruti Suzuki Zen LX BS-III,"1,00,000","86,000 KMs",3 Owners,2005,Petrol,Thiruvananthapuram
Audi A4 2.0 TDI (177bhp) Premium Plus,"25,00,000","75,000 KMs",1 Owner,2015,Diesel,Thiruvananthapuram
Maruti Suzuki Celerio ZXi,"4,25,000","73,000 KMs",1 Owner,2017,Petrol,Thiruvananthapuram
Tata Hexa XTA 4x2 7 STR,"14,50,000","50,000 KMs",2 Owners,2018,Diesel,Thiruvananthapuram
Volkswagen Polo Trendline 1.2L (D),"4,50,000","63,500 KMs",1 Owner,2012,Diesel,Thiruvananthapuram
Tata Hexa XTA 4x2 7 STR,"14,50,000","50,000 KMs",2 Owners,2018,Diesel,Thiruvananthapuram
Hyundai i10 Sportz 1.2 Kappa2,"2,60,000","65,747 KMs",1 Owner,2010,Petrol,Thiruvananthapuram
Volvo S60 Summum D3,"13,25,000","1,41,500 KMs",1 Owner,2012,Diesel,Thiruvananthapuram
Maruti Suzuki S-Cross Alpha 1.3,"10,00,000","43,000 KMs",1 Owner,2017,Diesel,Thiruvananthapuram
Maruti Suzuki Swift DZire VXI,"4,90,000","51,000 KMs",1 Owner,2014,Petrol,Thiruvananthapuram
Maruti Suzuki S-Cross Alpha 1.3,"10,00,000","43,000 KMs",1 Owner,2017,Diesel,Thiruvananthapuram
Mercedes-Benz E-Class 230 Elegance AT,"8,25,000","80,000 KMs",2 Owners,2009,Petrol,Thiruvananthapuram
Nissan X-Trail SLX MT,"6,75,000","66,000 KMs",2 Owners,2012,Diesel,Thiruvananthapuram
Mahindra XUV500 W10,"12,50,000","51,500 KMs",1 Owner,2015,Diesel,Thiruvananthapuram
Nissan X-Trail SLX MT,"6,75,000","66,000 KMs",2 Owners,2012,Diesel,Thiruvananthapuram
Volkswagen Polo Trendline 1.2L (D),"4,50,000","63,500 KMs",1 Owner,2012,Diesel,Thiruvananthapuram
Volvo S60 Summum D3,"13,25,000","1,41,500 KMs",1 Owner,2012,Diesel,Thiruvananthapuram
Hyundai i10 Sportz 1.2 Kappa2,"2,60,000","65,747 KMs",1 Owner,2010,Petrol,Thiruvananthapuram
Hyundai i20 Asta 1.4 CRDI,"4,89,999","85,000 KMs",1 Owner,2013,Diesel,Thiruvananthapuram
Tata Hexa XTA 4x2 7 STR,"14,50,000","50,000 KMs",2 Owners,2018,Diesel,Thiruvananthapuram
BMW 5 Series 530i Sport Line,"52,50,000","11,000 KMs",1 Owner,2018,Petrol,Thiruvananthapuram
Maruti Suzuki Swift DZire VXI,"4,90,000","51,000 KMs",1 Owner,2014,Petrol,Thiruvananthapuram
Maruti Suzuki Zen LX BS-II,"1,00,000","86,000 KMs",3 Owners,2006,Petrol,Thiruvananthapuram
Maruti Suzuki Swift DZire VXI,"4,90,000","51,000 KMs",1 Owner,2014,Petrol,Thiruvananthapuram
Nissan X-Trail SLX MT,"6,75,000","66,000 KMs",2 Owners,2012,Diesel,Thiruvananthapuram
Audi A4 2.0 TDI (177bhp) Premium Plus,"25,00,000","75,000 KMs",1 Owner,2015,Diesel,Thiruvananthapuram
Mercedes-Benz E-Class 230 Elegance AT,"8,25,000","80,000 KMs",2 Owners,2009,Petrol,Thiruvananthapuram
